"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"264","60693425","土沃有限公司","高雄市鳳山區北昌三街7號12樓","劉映君","200000","1140508"
"265","60693430","特寵達人有限公司","高雄市楠梓區高楠公路870之1號","蘇玟涵","1000000","1140508"
"266","60693446","大元環保科技有限公司","高雄市左營區高鐵路682號1樓","陳雯宜","300000","1140508"
"267","60693467","沉境未來股份有限公司","高雄市苓雅區成功一路232號20樓之6","吳麗蘭","3000000","1140508"
"268","60693473","弘宇國際車業有限公司","高雄市左營區文直路15號2樓","翁梓文","10000000","1140508"
"269","60693488","藍碳有限公司","高雄市三民區大昌二路67號7樓","陳勝騰","1000000","1140508"
"270","60693494","詮葳室內裝修工程有限公司","高雄市大寮區翁園路130之14號","朱芷靚","60000","1140509"
"271","60693500","龍飲國際開發有限公司","高雄市左營區文府路408號4樓","陳芊築","2000000","1140508"
"272","60693516","手護健康管理顧問有限公司","高雄市鼓山區河西一路1437號1樓","蔡孟婷","500000","1140508"
"273","60693522","芸悅禾有限公司","高雄市鳳山區八德路二段217號7樓","劉蔚琪","100000","1140508"
"274","60693537","海帝洋企業有限公司","高雄市三民區大昌二路121之8號5樓之2","史晧廷","100000","1140508"
"275","60693543","森泉鈺國際貿易股份有限公司","高雄市岡山區台上一路79號1樓","張士軒","1550000","1140508"
"276","60693558","立端有限公司","高雄市三民區明誠一路326號","林惠慧","1000000","1140508"
"277","60693564","華鴻鑫實業有限公司","高雄市三民區博愛一路189號8樓之2","林家蓁","5000","1140508"
"278","60693570","勝宏物流股份有限公司","高雄市大寮區鳳林三路105巷2之2號1樓","王嘉筠","25000000","1140508"
"279","60693585","永佳賀智慧生活有限公司","高雄市前鎮區梧州街69號1樓","黃毓婷","2000000","1140509"
"280","60693591","省電寶股份有限公司","高雄市仁武區勇全路222號15樓","傅菽駗","11000","1140509"
"281","60693608","金詳貿易有限公司","高雄市小港區新豐街110之4號","曾伯嘉","500000","1140509"
"282","60693614","鑫暉國際貿易有限公司","高雄市前鎮區復興新巷62號2樓","張靜琳","320000","1140509"
"283","60693620","友勤工程有限公司","高雄市仁武區慈惠八街123號1樓","鄭祈育","1000000","1140509"
"284","60693635","鴻基實業有限公司","高雄市仁武區新龍街42號1樓","楊孔仁","1000000","1140509"
"285","60693641","振暉有限公司","高雄市鳳山區高鳳一路77巷6號3樓","李洊有","1000000","1140509"
"286","60693656","鑰實有限公司","高雄市前鎮區中山二路2號13樓之3","許瓊丹","100000","1140509"
"287","60693662","光智有限公司","高雄市苓雅區中正一路120號8樓之7","廖浩志","100000","1140509"
"288","60693678","國展科技有限公司","高雄市湖內區民族街219巷5號","林宗緯","500000","1140509"
"289","60693683","萬亨投資有限公司","高雄市仁武區仁和南街61巷2號1樓","李泓毅","1000000","1140512"
"290","60693699","皇閤工程有限公司","高雄市林園區王公路112號1樓","洪壬廷","3000000","1140512"
"291","60693706","勁鋒藥品有限公司","高雄市新興區六合二路70之3號","莊杰璋","500000","1140512"
"292","60693712","勝集科技有限公司","高雄市湖內區正義一路216巷34弄21號1樓","王蔡綉廷","1000000","1140512"
"293","60693728","冠中食品有限公司","高雄市鳥松區美山路36巷1之45號","翁冠中","100000","1140512"
"294","60693733","芮沛國際生物科技有限公司","高雄市左營區大順一路91號4樓之4","林安沂","5130000","1140512"
"295","60693749","福盛工程有限公司","高雄市鹽埕區建國四路1號","黃耀文","505000","1140512"
"296","60693754","帕酷玩辦有限公司","高雄市仁武區南勢巷12號","洪瑞良","1500000","1140512"
"297","60693760","曜陽國際廣告有限公司","高雄市仁武區京吉三路221號14樓","黃聆瑜","500000","1140512"
"298","60693776","七分之一藝術空間有限公司","高雄市鹽埕區五福四路218號3樓","林品馨","200000","1140512"
"299","60693781","山獸探勘顧問有限公司","高雄市新興區和平一路199號12樓","張景淮","100000","1140512"
"300","60693797","淏淵科技有限公司","高雄市新興區民生一路52號2樓","賴俐雯","600000","1140512"
"301","60693804","太二餐飲有限公司","高雄市大寮區力行路230號","陳國清","500000","1140512"
"302","60693810","滿亦租賃有限公司","高雄市左營區華夏路560號","呂岳翰","200000","1140512"
"303","60693826","京禹實業有限公司","高雄市新興區民生一路56號18樓之6","王涵珍","200000","1140512"
"304","60693831","昱禎國際有限公司","高雄市鳳山區北昌五街18號13樓","張晏示貞","60000","1140512"
"305","60693847","杰森創意藝術有限公司","高雄市三民區建和街26號1樓","顏定誼","1000000","1140512"
"306","60693852","盛瑭工程股份有限公司","高雄市大寮區鳳林一路29巷2之77號1樓","龔家慶","4800000","1140512"
"307","60693874","三方白有限公司","高雄市前鎮區長江街97號","朱庭界","50000000","1140512"
"308","60693889","誠鈞管理顧問有限公司","高雄市新興區民生一路56號14樓之8","蔡伯佳","50000","1140512"
"309","60693895","帆立亨有限公司","高雄市鳳山區北昌二街70號10樓","陳信帆","500000","1140512"
"310","60693902","岩守國際食品有限公司","高雄市鼓山區明華路251號10樓","林佳鋐","100000","1140512"
"311","60693918","沐動多媒體股份有限公司","高雄市苓雅區中正二路175號5樓之3","馬清仁","100000","1140512"
"312","60693924","秝麒運動有限公司","高雄市三民區文濱路60號5樓","許之瑀","500000","1140512"
"313","60693945","匯欣國際有限公司","高雄市三民區明賢街106號4樓之1","徐立仁","150000","1140512"
"314","60693950","承容國際有限公司","高雄市三民區通化街150號1樓","劉又榕","1000000","1140512"
"315","60693966","奧揚有限公司","高雄市苓雅區三多四路63號7樓之5","林于翔","100000","1140512"
"316","60693987","揚美有限公司","高雄市三民區明誠一路161號13樓","林素秋","200000","1140513"
"317","60693993","鈞宸國際貿易有限公司","高雄市前鎮區三多三路139號3樓","林琮洧","500000","1140513"
"318","60694000","珉濠有限公司","高雄市前鎮區一心二路119號9樓之7","龔崇德","500000","1140513"
"319","60694016","挪亞開發有限公司","高雄市前鎮區明道路61巷23號1樓","蘇福才","200000","1140513"
"320","60694022","鴻謙貿易有限公司","高雄市左營區站前北路1號4樓","陳曉蓓","500000","1140513"
"321","60694037","夢尋國際有限公司","高雄市三民區九如一路58號9樓之1","楊子蒝","100000","1140513"
"322","60694043","亞洲重機械散熱器有限公司","高雄市岡山區嘉興路79巷7號1樓","侯志忠","4500000","1140513"
"323","60694058","依馬有限公司","高雄市三民區昭良街2巷6號1樓","陳念慈","600000","1140513"
"324","60694064","絜慶國際車業有限公司","高雄市三民區民族一路239號1樓","謝惠絜","1000000","1140513"
"325","60694070","幸運之星團服有限公司","高雄市鳳山區自強一路23號","李星妤","500000","1140513"
"326","60694085","榮嘉金匠工程有限公司","高雄市大寮區濃公路152號1樓","孫嘉宏","2000000","1140513"
"327","60694091","進煬系統科技有限公司","高雄市苓雅區中正二路175號5樓之3","陳進福","1000000","1140513"
"328","60694108","龍桑有限公司","高雄市三民區武功巷60之3號1樓","楊家榮","1000000","1140513"
"329","60694114","維邑工程有限公司","高雄市大社區和平路一段931之1號","藍子權","300000","1140513"
"330","60694120","恆饗餐飲有限公司","高雄市三民區德興街3號","朱世恆","3000000","1140514"
"331","60694135","鼎玟沁有限公司","高雄市大寮區開封街97巷2號1樓","陳冠華","5000000","1140514"
"332","60694141","晨訊有限公司","高雄市左營區立文路77號13樓之1","陳柏文","1000000","1140514"
"333","60694156","龜伴有限公司","高雄市新興區達仁街88號","潘亭君","200000","1140514"
"334","60694162","萬通電子商務有限公司","高雄市大寮區鳳林三路19巷34號1樓","楊婭彤","1000000","1140514"
"335","60694183","久廣投資有限公司","高雄市鳳山區鳳甲路533號2樓","楊玉珠","6000000","1140514"
"336","60694199","千和工程有限公司","高雄市小港區山明路307巷138號1樓","楊子鋅","500000","1140514"
"337","60694206","桔綦建設有限公司","高雄市左營區自由二路142巷45號1樓","許慶彬","5000000","1140514"
"338","60694212","超世紀文創有限公司","高雄市前鎮區一心二路128號6樓之2","殷士勛","600000","1140514"
"339","60694228","荷耘管理顧問有限公司","高雄市苓雅區苓南路7號11樓之12","李成方","500000","1140514"
"340","60694233","宸薪有限公司","高雄市苓雅區中華四路47號9樓之2","吳國椽","600000","1140514"
"341","60694249","軍富營造工程有限公司","高雄市茄萣區尚禮街107巷26號1樓","吳淑惠","6000000","1140514"
"342","60694254","阜洋貿易有限公司","高雄市前鎮區二聖一路290號4樓","陳德洋","500000","1140514"
"343","60694260","建圓移動設計有限公司","高雄市三民區昌裕街108號5樓之13","蘇淑惠","168000","1140514"
"344","60694276","湧宸投資有限公司","高雄市鳳山區正義街81號1樓","林聰傑","5000000","1140514"
"345","60694281","穎之旭有限公司","高雄市左營區重愛路300號","洪紹斐","100000","1140515"
"346","60694297","字字字體有限公司","高雄市苓雅區和平一路306號16樓","王中天","100000","1140514"
"347","60694304","我的酒量有限公司","高雄市鼓山區文忠路72之3號","李澍鍀","1500000","1140516"
"348","60694310","明鑫國際企業有限公司","高雄市左營區博愛二路642號6樓","黄鈞璟","1200000","1140514"
"349","60694326","烏曼爾貿易有限公司","高雄市鳳山區公園街311巷18號1樓","葉芊妘","400000","1140514"
"350","60694331","群熙室內裝修設計有限公司","高雄市大寮區文化路7之1號1樓","趙翎雅","2000000","1140514"
"351","60694347","萊苣茗有限公司","高雄市苓雅區成功一路232號20樓之2","吳秉叡","400000","1140515"
"352","60694352","藍域體育有限公司","高雄市前鎮區中山二路2號13樓之3","陳翊煒","100000","1140515"
"353","60694368","永大廣科技有限公司","高雄市三民區中華二路367號2樓","李泳澄","1000000","1140515"
"354","60694374","寶橋股份有限公司","臺中市西屯區福和里臺灣大道四段847號16樓","盧國珍","3000000","1140501"
"355","60694389","昭國資產有限公司","臺中市南屯區同心里大墩一街266號2樓","周駿凱","100000","1140501"
"356","60694395","詠昕生技有限公司","臺中市北區進化北路238號8樓之1","蔡智婷","500000","1140501"
"357","60694402","力美事業有限公司","臺中市南屯區公益路二段51號4樓","鍾美蓮","200000","1140501"
"358","60694418","南傳行者有限公司","臺中市北屯區文心路四段955號11樓之2","盧擇鋒","500000","1140501"
"359","60694439","拍行星數位科技有限公司","臺中市南區福平里建國南路二段167號5樓之2","廖鳳珠","50000","1140501"
"360","60694450","鑫兆餐飲股份有限公司","臺中市南屯區大進街486號","柯佳伶","6393500","1140501"
"361","60694466","環台地熱控股股份有限公司","臺中市烏日區高鐵一路268號12樓之5","李世斌","80000000","1140502"
"362","60694472","奕振有限公司","臺中市北屯區文心路四段752之3號","江佳珮","1000000","1140502"
"363","60694487","豊富實業有限公司","臺中市南屯區大同里大墩路188號4樓","蕭明仁","500000","1140502"
"364","60694493","永琳有限公司","臺中市豐原區西湳里三豐路二段5號1樓","邱宗茂","1000000","1140502"
"365","60694509","雲亨盛泰國際有限公司","臺中市北屯區仁和里山西中街100號1樓","鐘偉倫","1688888","1140502"
"366","60694515","東鐶油品股份有限公司","臺中市大里區新里里青松街79號1樓","謝淞吉","1000000","1140502"
"367","60694521","賢丞環保股份有限公司","臺中市太平區新興一街1號6樓之6","宋柏賢","1200000","1140502"
